page,priority,content
3,0.5555555555555556,"And we are working on making our own operations more. efficient. In our natural gas production and processing,. this means limiting leaks of methane, a potent greenhouse. gas. To do this, in 2018 we launched a drive to improve. the data we gather on our own operational methane. leaks and set a methane intensity target. We are also. finding better ways to detect and repair methane leaks in. our operations."
3,0.7777777777777777,"The Net Carbon Footprint ambition will help ensure our. relevance and resilience in the energy system of the. future, which is crucial to being a world-class investment. over the long term."
3,0.4444444444444444,"In this report you will find details of the actions we are. taking to operate safely, to respect the environment and. to work closely with communities. There is detail on our. drive to build on our solid financial foundations guided by. our business strategy, which will help us navigate through. all the change to come."
3,0.6666666666666667,"In a time of constant change, keeping sustainability as the. consistent bedrock of our approach to doing business is. not only right for society. It will be critically important to. Shell’s success."
3,0.8888888888888888,"Ben van Beurden. Chief Executive Officer"
3,0.1111111111111111,"02 LETTER FROM THE CEO SHELL SUSTAINABILITY REPORT 2018"
4,0.5,"IN THIS CHAPTER"
4,0.25,"04 About this report. 08 Our business strategy. 10. Our approach to sustainability"
4,1.0,"Introduction"
4,0.75,"Welcome to the Shell Sustainability Report,. which covers our social, safety and. environmental performance in 2018 and. significant events for Shell during the year."
5,0.9444444444444444,"TOPIC OVERVIEW. The 2018 Sustainability Report, published on April 2,"
5,0.8888888888888888,"2019, is our 22nd. It focuses on the key sustainability. challenges we face and the many ways we are. responding. It details our social, safety and environmental. performance in 2018."
5,0.6666666666666667,"TOPIC SELECTION. The topic selection process identifies the sustainability. subjects that were most relevant to Shell and our. stakeholders or were prominent globally in 2018."
5,0.2777777777777778,"Each year, we use a structured process to select the. report’s content and confirm its validity. We engage with. various groups and individuals to understand specific. concerns about our business and its impact around the. world, particularly in relation to the environment and. society. We consider, among others, the views of our. stakeholders such as non-governmental organisations,. customers, the media, academics, investors and. employees across our business. We gather opinions and. advice in various ways including formal and informal. meetings, workshops and online surveys."
5,0.5,"This report lists the topics that were a priority to Shell in. 2018. The topics that consistently ranked of higher. importance were energy transition and climate change,. as well as business ethics, transparency and. corporate governance."
5,0.1111111111111111,"The main steps involved in selecting the topics are:"
5,0.6111111111111112,"▪ identify and understand topics that are important to. our stakeholders and our strategy;"
5,0.16666666666666669,"▪ collate the topics identified as of high importance;"
5,0.33333333333333337,"▪ identify the topics that will be covered elsewhere on"
5,0.5555555555555556,"www.shell.com;"
5,0.38888888888888884,"▪ consider input from our Report Review Panel to ensure. that coverage is balanced, relevant and complete; and"
5,0.7222222222222223,"▪ inform Shell’s Executive Committee of the chosen. topics, for their endorsement."
5,0.4444444444444444,"EXTERNAL VOICES. Several individuals have shared their views on Shell’s. more significant activities in sections of the report called. External voices. These quotes are intended to give. independent perspectives on our activities. They come. from a range of organisations in areas such as civil. society, academia, contracting and supply, community. leadership, as well as from customers and people living. or working near our facilities. They also reflect some. of the different regions where we operate and some of. our various businesses and projects. Contributors are not. remunerated for their quotes."
5,0.7777777777777777,"REPORTING GUIDELINES. We report in line with guidelines developed by IPIECA,. the global oil and gas industry association for. environmental and social issues. This report has also been. prepared in accordance with the Global Reporting. Initiative (GRI) Standards: Core option (see GRI index for. full details)."
5,0.2222222222222222,"We used the recommendations of the Task Force on. Climate-related Financial Disclosures (TCFD) to guide. and inform our reporting in our Annual Report and. Sustainability Report, complemented by our Sky scenario. and the Shell Energy Transition Report. The TCFD was set. up by the Financial Stability Board, an international body,. and its recommendations call on companies to provide. greater transparency about how they identify, assess and. manage climate-related risks and opportunities."
5,0.8333333333333333,"More detailed information about how we report is. available at www.shell.com."
5,1.0,"About this. report"
5,0.05555555555555555,"04 INTRODUCTION SHELL SUSTAINABILITY REPORT 2018"
6,0.09210526315789475,"Index to topics in this Sustainability Report"
6,0.5921052631578947,"57 Access to energy"
6,0.8684210526315789,"58 Biofuels"
6,0.2105263157894737,"50 Carbon capture and storage"
6,0.10526315789473685,"44 Climate change and energy transition"
6,0.15789473684210525,"57 Distributed and household energy"
6,0.7697368421052632,"56 Electricity"
6,0.8092105263157895,"60 E-mobility"
6,0.2631578947368421,"61 Energy-efficient products"
6,0.3026315789473684,"47 Greenhouse gas emissions"
6,0.8552631578947368,"60 Hydrogen"
6,0.43421052631578944,"52 Lower-carbon energy"
6,0.5592105263157895,"48 Methane emissions"
6,0.7697368421052632,"53 Natural gas"
6,0.375,"51 Nature-based solutions"
6,0.40789473684210525,"46 Net Carbon Footprint"
6,0.986842105263158,"56 Solar"
6,0.8092105263157895,"62 Technology"
6,1.0,"56 Wind"
6,0.6052631578947368,"8 Business strategy"
6,0.6842105263157895,"71 Collaborations"
6,0.5592105263157895,"78 Divested ventures"
6,0.07894736842105263,"11 Embedding sustainability into projects"
6,0.375,"18 Executive remuneration"
6,0.7236842105263157,"20 Human rights"
6,0.2894736842105263,"65 Living by our principles"
6,0.39473684210526316,"78 Non-operated ventures"
6,0.34210526315789475,"13 Performance highlights"
6,0.17105263157894737,"66 Revenue transparency and tax"
6,0.3157894736842105,"10 Sustainability at Shell"
6,0.13157894736842105,"12 UN sustainable development goals"
6,0.9144736842105263,"54 Canada"
6,0.19736842105263158,"73 Groningen, the Netherlands"
6,0.9473684210526316,"15 India"
6,0.8815789473684211,"38 Nigeria"
6,0.9144736842105263,"31 Shales"
6,0.14473684210526316,"28 Biodiversity and sensitive areas"
6,0.631578947368421,"33 Decommissioning"
6,0.5263157894736842,"36 Energy efficiency"
6,0.7434210526315789,"27 Environment"
6,0.35526315789473684,"76 Environmental partners"
6,0.24342105263157893,"81 Environmental performance"
6,0.8947368421052632,"34 Flaring"
6,0.1842105263157895,"37 Non-greenhouse gas emissions"
6,0.8355263157894737,"34 Plastics"
6,0.9342105263157895,"36 Spills"
6,0.9671052631578948,"33 Waste"
6,0.9671052631578948,"29 Water"
6,0.5263157894736842,"27 Contractor safety"
6,0.6447368421052632,"22 Personal safety"
6,0.24342105263157893,"27 Preparing for emergencies"
6,0.6710526315789473,"23 Process safety"
6,0.4210526315789474,"24 Product stewardship"
6,0.7434210526315789,"24 Road safety"
6,0.4736842105263158,"82 Safety performance"
6,0.8355263157894737,"21 Security"
6,0.5263157894736842,"21 Cultural heritage"
6,0.2236842105263158,"68 Engaging with communities"
6,0.4539473684210526,"21 Indigenous peoples"
6,0.27631578947368424,"21 Involuntary resettlement"
6,0.6973684210526316,"69 Local content"
6,0.7894736842105263,"64 Our people"
6,0.5789473684210527,"71 Shell Foundation"
6,0.4539473684210526,"69 Skills development"
6,0.5,"70 Social investment"
6,0.618421052631579,"75 Social partners"
6,0.3289473684210526,"82 Social performance data"
6,0.6578947368421052,"70 STEM education"
6,0.7105263157894737,"77 Supply chain"
6,0.026315789473684213,"Clima Climate c te change and ener hange and energy t gy trransition ansition PPaage ge"
6,0.052631578947368425,"Busine Business e ss etthics hics, t , trrans anspar parenc ency and y and. ccor orpor poraate go te govver ernance nance. PPaage ge"
6,0.11842105263157895,"Special r Special repor eporttss PPaage ge"
6,0.06578947368421052,"En Envvirironment onmental im al impac pacttss PPaage ge"
6,0.48684210526315785,"SSafe afettyy PPaage ge"
6,0.013157894736842106,"LLoc ocal c al communitie ommunities and socioec s and socioeconomic im onomic impac pacttss PPaage ge"
6,0.039473684210526314,"05 INTRODUCTION. SHELL SUSTAINABILITY REPORT 2018"
7,0.7727272727272727,"REPORT REVIEW PANEL. We have used external review panels to strengthen our. sustainability reporting since 2005. They help us evaluate. and improve the quality and credibility of our. Sustainability Report."
7,0.22727272727272727,"The 2018 Report Review Panel, previously called. the External Review Committee, comprises five. sustainability and corporate reporting experts. Panel. members are offered an honorarium for their time and. expertise. This year’s panel comprised:"
7,0.3181818181818182,"▪ Faris Natour, Germany/USA. Director, Human Rights. & Business Initiative, UC Berkeley Haas School of. Business, (Chair of the Report Review Panel)"
7,0.5,"▪ Andrew Logan, USA. Director, Oil and Gas, Ceres"
7,0.8181818181818181,"▪ Changhua Wu, China. Chief Executive Officer, Beijing. Future Innovation Center"
7,0.7272727272727273,"▪ Marie Morice, USA. Senior Advisor Sustainable. Finance, UN Global Compact"
7,0.18181818181818182,"▪ Mandy Kirby, UK. Chief Strategist, City Hive"
7,0.8636363636363636,"You can read more about the panel members. on www.shell.com"
7,0.09090909090909091,"The panel provided input as part of our content selection. process and reviewed the report in depth before. preparing their statement focusing on the quality of the. report. The panel met to discuss Shell’s reporting,. question Shell experts and prepare their statement."
7,0.6363636363636364,"The 2018 panel’s mandate focused on the quality –. including the credibility, completeness and responsiveness. – of Shell’s reporting."
7,0.13636363636363635,"Read below some of the feedback given in the 2017 report by the expert reviewers, and our response (see table)."
7,0.9545454545454546,"2017 RECOMMENDATIONS AND OUR RESPONSES"
7,1.0,"2017 RECOMMENDATIONS HOW SHELL RESPONDED IN 2018"
7,0.5909090909090909,"Strategic focus: Provide greater emphasis on the. ways in which Shell’s sustainability efforts strengthen. its core businesses."
7,0.2727272727272727,"In the 2018 report, you can read more about our. approach to sustainability – running a responsible. business, shaping a sustainable energy future and. making a positive contribution to society – explained. through more in-depth case studies on key business. decisions (see Special reports). See also Our. business strategy."
7,0.40909090909090906,"Detailed disclosure of social issues: Articulate more. fully how Shell is contributing to the UN’s sustainable. development goals (SDGs). Provide more clarity on. the interconnectedness between social and. environmental issues. Provide more detail on diversity. and inclusion."
7,0.6818181818181819,"Shell’s approach to the SDGs has been further. refined in 2018, with the focus now on the three goals. where we believe we can make the. largest contribution."
7,0.36363636363636365,"Information about human rights has been expanded. and includes more information on our approach to. diversity and inclusion. We also showcase our efforts. to encourage more women to study science,. technology, engineering and mathematics. Shell’s. gender balance is included in Our people and. information is provided about our diversity and. inclusion initiatives. We have also included more. about our approach to social and environmental. aspects in some recent case studies (see Special. reports)."
7,0.9090909090909091,"Water: Provide more information on Shell’s water use. and approach to water management.. Information about water has been expanded. A new. graph and infographic have been added to the. report to show the use of recycled and fresh water,. and case studies included to show water. management in practice (see Water use)."
7,0.5454545454545454,"Focus areas: Provide fewer but more in-depth case. studies. Show greater alignment between the report. and Shell’s strategic priorities."
7,0.45454545454545453,"You can read new in-depth case studies in the. Special reports section. We have also increased. links within the report to direct readers to relevant. strategic and commercial content, including on. www.shell.com."
7,0.045454545454545456,"06 INTRODUCTION SHELL SUSTAINABILITY REPORT 2018"
8,1.0,"2017 RECOMMENDATIONS"
8,0.7222222222222223,"Balance: Provide more balanced content which. includes challenging experiences and. lessons learned."
8,0.8888888888888888,"HOW SHELL RESPONDED IN 2018"
8,0.6111111111111112,"Case studies and commentary have been carefully. appraised to provide balanced reporting and lessons. learned, with further content available on. www.shell.com."
8,0.33333333333333337,"Diversity of third-party comments: Diversify external. opinions to provide greater constructive criticism.. The number of external voices in the report has been. increased to provide a more diverse range of views."
8,0.6666666666666667,"Commentary on performance: Include more context. and explanation for the performance data included in. the report."
8,0.05555555555555555,"You can find information on the factors that influence. our performance, including relevant graphs, within the. safety, environment and social performance sections."
8,0.9444444444444444,"Navigation: Improve navigation.. The digital structure of the report has been updated. and menus enhanced to improve the visibility of key. topics. More links have been included to relevant. content, both within the report and on. www.shell.com."
8,0.7777777777777777,"2018 RECOMMENDATIONS LETTER"
8,0.8333333333333333,"REPORT REVIEW PANEL STATEMENT"
8,0.5555555555555556,"The Report Review Panel issues the following. independent statement on Shell's 2018. Sustainability Report:"
8,0.2777777777777778,"We commend Shell on its continued commitment to. transparency and progress on its most material. sustainability impacts. We have had the opportunity. to review two drafts of the 2018 Sustainability Report. and provide feedback to Shell through conference. calls and in writing. Shell has responded to our. questions and suggestions. We have developed this. statement independently following our review."
8,0.4444444444444444,"We appreciate the opportunity to provide feedback. and recommendations for further improving Shell’s. sustainability reporting. In line with the scope of our. review, our feedback focuses on the quality of Shell’s. sustainability reporting rather than its. sustainability performance."
8,0.5,"We are pleased to see many of our. recommendations on the 2017 Sustainability Report. reflected in this report. For example, Shell has. elevated its disclosure on social issues with a more. comprehensive human rights section that brings. together updates on its human rights. priorities. Similarly, Shell included more information on. its approach to the UN's sustainable development. goals, although there remains an opportunity for the. company to use the goals to more clearly frame. strategic priorities, such as increasing access to. electricity and to connect related steps Shell is taking. to meet its objectives. Independent comments from. external stakeholders throughout this report provide a. more balanced view of Shell’s strengths. and challenges."
8,0.2222222222222222,"We are encouraged by the expanded information. about Shell’s approach to managing water risk and. would like to see additional disclosure of targets and. other measures Shell uses to minimise risks of adverse. impacts at the project level. The inclusion of Shell’s. approach to plastics in this report is equally. important. For the next report, we see an opportunity. to discuss Shell’s role in addressing the global. challenge of ocean plastics. We welcome Shell’s. continuing efforts to disclose its approach to public. policy issues as we see responsible engagement as a. key sustainability priority for the energy sector."
8,0.16666666666666669,"Building on its experience and leadership in. sustainability reporting, we believe that for 2019,. Shell has an opportunity for a transformative evolution. of its approach to sustainability reporting. While the. wide range of topics covered in detail shows. leadership in sustainability reporting, this. comprehensiveness also presents challenges: for. readers to focus on content most relevant to them and. for the company to articulate its strategic priorities. and the measurement of progress against them in the. most effective way. In the future, Shell could focus on. integrating its strategic priorities under a clearly. articulated sustainability strategy. This would also. allow Shell to produce a more succinct report with. the opportunity for more in-depth discussions and. precise reporting on progress on strategic priorities."
8,0.38888888888888884,"We would like to thank Shell for the opportunity to. share our feedback here and throughout the drafting. process and we look forward to the next evolution in. Shell’s sustainability reporting."
8,0.1111111111111111,"07 INTRODUCTION. SHELL SUSTAINABILITY REPORT 2018"
9,0.5666666666666667,"OIL"
9,0.9666666666666667,"1.5%"
9,0.6333333333333333,"of the world's oil provided by. Shell"
9,0.7333333333333333,"CUSTOMERS"
9,0.8666666666666667,"30 million"
9,0.36666666666666664,"customers served at our retail sites. on average every day"
9,0.6,"CAPITAL INVESTED"
9,0.9,"$24.8 billion"
9,0.2333333333333333,"in 2018"
9,0.6666666666666667,"NATURAL GAS"
9,1.0,"3%"
9,0.3,"of the world's natural gas. provided by Shell"
9,0.7666666666666667,"PRODUCTION"
9,0.8333333333333333,"3.7 million"
9,0.5333333333333333,"barrels of crude oil equivalent a. day in 2018"
9,0.7,"R&D"
9,0.9333333333333332,"$986 million"
9,0.2,"invested in research and. development in 2018"
9,0.33333333333333337,"BUSINESS STRATEGY. Shell’s purpose is to power progress together by. providing more and cleaner energy solutions. Our. strategy is to strengthen our position as a leading energy. company by providing oil, gas and low-carbon energy. as the world’s energy system transforms. Safety and. social responsibility are fundamental to our business. approach. Shell will only succeed by working. collaboratively with customers, governments, business. partners, investors and other stakeholders."
9,0.16666666666666669,"Our strategy is founded on our outlook for the energy. sector and the chance to grasp the opportunities arising. from the substantial changes in the world around us. The. rising standard of living of a growing global population is. likely to continue to drive demand for energy, including. oil and gas, for years to come. At the same time,. technology changes and the need to tackle climate. change means there is a transition under way to a lower-. carbon energy system with increasing customer choice.. We recognise that the pace and specific path. forward are uncertain and so require agile decision-. making."
9,0.5,"STRATEGIC AMBITIONS. Against this backdrop, we have the following strategic. ambitions to guide us in pursuing our purpose:"
9,0.43333333333333335,"▪ to provide a world-class investment case. This involves. growing free cash flow and increasing returns, all built. upon a strong financial framework and resilient. portfolio;"
9,0.4,"▪ to thrive in the energy transition by responding to. society’s desire for more and cleaner, convenient and. competitive energy; and"
9,0.4666666666666666,"▪ to sustain a strong societal licence to operate and. make a positive contribution to society through our. activities."
9,0.1,"The execution of our strategy is founded on becoming a. more customer-centric and simpler organisation, focused. on growing returns and free cash flow. By investing in. competitive projects, driving down costs and selling non-. core businesses, we are continuously reshaping our. portfolio to become more resilient and focused."
9,0.13333333333333333,"Our ability to achieve our strategic ambitions depends. on how we respond to competitive forces. We. continuously assess the external environment – the. markets as well as the underlying economic, political,. social and environmental drivers that shape them – to. evaluate changes in competitive forces and business. models. We use multiple future scenarios to assess the. resilience of our strategy. We undertake regular reviews. of the markets we operate in and analyse trends and. uncertainties, as well as our traditional and non-. traditional competitors’ strengths and weaknesses, to. understand our competitive position. We maintain. business strategies and plans that focus on actions and. capabilities to create and sustain competitive advantage.. We maintain a risk management framework that. regularly assesses our response to, and risk appetite for,. identified risk factors."
9,0.26666666666666666,"Our Executive Directors’ remuneration is linked to the. successful delivery of our strategy, based on. performance indicators that are aligned with shareholder. interests. Long-term incentives form the majority of the. Executive Directors’ remuneration for above-target. performance. Our Long-term Incentive Plan includes cash. generation, capital discipline and value created. for shareholders."
9,0.06666666666666667,"For more details on our business strategy, see the. Business overview section in our Annual Report."
9,0.8,"Our business. strategy"
9,0.03333333333333333,"08 INTRODUCTION SHELL SUSTAINABILITY REPORT 2018"
10,0.2777777777777778,"DELIVERING ON OUR STRATEGY. We refreshed our business strategy in 2016, not long. after completing the acquisition of BG, which added. significantly to our portfolio in liquefied natural gas. (LNG) worldwide as well as deep-water oil and gas. production in Brazil. As part of the strategy, we also. created a New Energies business to continue to explore. investment opportunities in areas including new fuels for. transport, such as advanced biofuels, hydrogen and. charging for battery-electric vehicles; and power,. including from low-carbon sources such as wind and. solar, as well as natural gas. In 2017, we continued to. reshape Shell as a world-class investment case that could. thrive in the energy transition with a strong licence to. operate; selling assets not central to our strategy such as. our partial divestment of oil sands mines and. discontinuing frontier exploration in Arctic waters, while. growing free cash flow and reducing debt."
10,0.4444444444444444,"We have continued to make progress in 2018 to deliver. a world-class investment. We must maintain our focus. and build on the success of our divestment goals,. reduction of net debt, the start of share buy-backs and. the growth in free cash flow."
10,0.2222222222222222,"During the same period, we continued to position. ourselves as a leader among peers in the transition to a. lower-carbon future. We expanded our New Energies. business and announced a methane emissions intensity. target for our oil and gas assets. We worked with the. Task Force on Climate-related Financial Disclosures (see. Greenhouse gas emissions) and set our ambition to. reduce the Net Carbon Footprint of the energy products. we sell by around half by the middle of the century and. in step with society as it moves towards meeting. the goals of the Paris Agreement."
10,0.16666666666666669,"In 2018, we committed to operationalise our ambition of. around 50% Net Carbon Footprint reduction by 2050,. through the setting of short-term targets linked to. executive remuneration. This commitment was made in a. joint statement developed with institutional investors on. behalf of Climate Action 100+, an initiative led by. investors with more than $32 trillion in assets under. management. Further, in early 2019, as part of our. transparency efforts within remuneration, we have. published our CEO Pay Ratio, in line with new legislation.. Although this is not required until 2020, we were keen to. publish this information early. For full details, please see. our Directors’ Remuneration Report in our Annual Report."
10,0.5,"We maintained our focus on running a safe, responsible. and profitable business. For example, in 2018 we. announced our decision to build an LNG facility in British. Columbia, Canada. The project was planned and. designed by working closely with local communities, First. Nations and governments to ensure sustainable. development was considered in every aspect of the. project. For example, the project has been designed to. achieve the lowest carbon intensity of any LNG project. in operation today, partly aided by the use. of hydropower."
10,0.38888888888888884,"Finally, we announced our ambition to provide a reliable. electricity supply to 100 million people in the developing. world by 2030 at the One Young World conference in. The Hague, the Netherlands (see Access to energy). We. continue to work on developing a longer-term strategy to. achieve this ambition."
10,0.8333333333333333,"Shell business model"
10,0.05555555555555555,"Retail"
10,0.33333333333333337,"Liquefying  . gas by cooling . (LNG)"
10,0.8888888888888888,"Shipping  . and trading. Regasifying . (LNG). Supply and . distribution. Developing . fields. Producing oil . and gas. Extracting . bitumen"
10,0.9444444444444444,"Exploring for oil . and gas; offshore. Exploring for oil and . gas; onshore. Lubricants Aviation Power"
10,0.5555555555555556,"Refining oil into . fuels and lubricants. Upgrading. bitumen. Converting gas into . liquid products (GTL). Producing. petrochemicals. Producing. biofuels. Generating. power"
10,0.6111111111111112,"Customers. B2B & Retail"
10,0.7222222222222223,"Sales and marketing"
10,1.0,"Transport and trading Development and extraction"
10,0.6666666666666667,"Exploration"
10,0.7777777777777777,"Manufacturing and Energy Production"
10,0.1111111111111111,"09 INTRODUCTION. SHELL SUSTAINABILITY REPORT 2018"
11,0.5294117647058824,"Sustainability at Shell means providing more and. cleaner energy solutions in a responsible manner – in a. way that balances short- and long-term interests, and. that integrates economic, environmental and social. considerations into decision-making."
11,0.411764705882353,"SUSTAINABILITY AT SHELL. Our core values of honesty, integrity and respect for. people – first laid out in the Shell General Business. Principles more than 40 years ago – underpin our. approach to sustainability. A commitment to contribute to. sustainable development was added in 1997. These. principles, together with our Code of Conduct, apply to. the way we do business and to our conduct with the. communities where we operate. Since 1997, we have. worked to embed this commitment in our strategy, our. business processes and decision-making. We have set. clear ambitions, goals and targets that address our key. sustainability challenges. Sustainability is core to. our project planning and operational activities."
11,0.7647058823529411,"OUR APPROACH. Sustainability at Shell means providing more and cleaner. energy solutions in a responsible manner – in a way that. balances short- and long-term interests, and that. integrates economic, environmental and social. considerations into decision-making."
11,0.9411764705882354,"Sustainability is integrated across our business on. three levels:"
11,0.4705882352941177,"▪ in Shell company operations – by running a safe,. efficient, responsible and profitable business"
11,0.823529411764706,"▪ for our customers – by helping to shape a more. sustainable energy future; and"
11,0.8823529411764706,"▪ with communities and wider society – by sharing. benefits where we operate and making a positive. contribution."
11,0.23529411764705885,"RRunning a s unning a safe afe, e , efficient fficient, r , reessponsible and pr ponsible and profit ofitable able. busine businessss. This is the foundation of our approach. We strive to. produce and deliver energy responsibly – in a way that. respects people, their safety and their environment. At the. simplest level, this means doing no harm. We apply. global standards to manage safety, the environment and. how we engage with communities and we work to. continuously improve our performance."
11,0.05882352941176471,"A Shell community liaison officer meets a landowner near a well. site at our unconventional project in Appalachia, USA."
